"FID";"road_name";"distance";"prev_bus_stop_x";"prev_bus_stop_y";"bus_stop_x";"bus_stop_y";"prev_bus_stop_id";"prev_bus_stop";"bus_stop_id";"bus_stop";"coordinates"
12;"大学城专线4";"375.624874";"50200.4486";"20714.5371";"50463.4817";"20473.8414";"B33";"内环西路站2";"B16";"省中医大学城医院站";"50200.44860000163,20714.537099998444,50249.99469999969,20703.808899998665,50295.56540000066,20678.3040000014,50343.783500000834,20643.571800000966,50418.074200000614,20570.767400000244,50457.63969999924,20510.83159999922,50463.48169999942,20473.841400001198"
13;"大学城专线4";"1401.896468";"49470.1268";"21251.9715";"50200.4486";"20714.5371";"B07";"星海学院站";"B33";"内环西路站2";"49470.12680000067,21251.971500001848,49486.79160000011,21224.75649999827,49486.40190000087,21138.026799999177,49506.07829999924,21008.5196999982,49516.19060000032,20955.458399999887,49517.73820000142,20873.118400000036,49514.19299999997,20829.99469999969,49507.69929999858,20791.898699998856,49488.00539999828,20726.39189999923,49469.18210000172,20681.78819999844,49458.53790000081,20660.791799999774,49490.50259999931,20652.21249999851,49574.340900000185,20637.385299999267,49640.50030000135,20636.24709999934,49708.94220000133,20643.096700001508,49784.79890000075,20661.92590000108,49843.20690000057,20678.895199999213,49893.96209999919,20686.1660999991,49972.89919999987,20684.116000000387,49990.715500000864,20683.854600001127,50017.10339999944,20687.096200000495,50050.28000000119,20698.166700001806,50070.34310000017,20708.39759999886,50099.511500000954,20729.23600000143,50132.59200000018,20765.12779999897,50147.53830000013,20754.727699998766,50200.44860000163,20714.537099998444"
15;"大学城专线3";"574.739471167264";"49060.6462";"19560.9055";"48518.3415";"19706.2617";"B05";"广大公寓站";"B04";"广大生活区站";"49060.64620000124,19560.90549999848,49046.80959999934,19543.310699999332,48887.547299999744,19560.909699998796,48820.01399999857,19569.539400000125,48713.44759999961,19581.83430000022,48664.26419999823,19587.151399999857,48620.133900001645,19598.811999998987,48575.183699999005,19622.278799999505,48557.97720000148,19634.030000001192,48529.78680000082,19663.87970000133,48514.895500000566,19683.651299998164,48508.628600001335,19690.799800001085,48518.341499999166,19706.261700000614"
16;"大学城专线3";"538.189723069856";"49596.8167";"19514.7629";"49060.6462";"19560.9055";"A08";"广美生活区站";"B05";"广大公寓站";"49596.816700000316,19514.762899998575,49588.175599999726,19497.47260000184,49527.70169999823,19494.73919999972,49426.22520000115,19501.567699998617,49345.808100000024,19512.262099999934,49215.43420000002,19526.164000000805,49065.151299998164,19542.528200000525,49060.64620000124,19560.90549999848"
17;"大学城专线3";"428.355534294763";"48518.3415";"19706.2617";"48629.7326";"20072.4899";"B04";"广大生活区站";"B03";"广大站";"48518.341499999166,19706.261700000614,48498.422899998724,19709.744199998677,48481.53009999916,19745.114500001073,48473.27210000157,19764.909499999136,48470.49199999869,19780.083599999547,48463.77070000023,19807.474500000477,48464.06129999831,19838.26339999959,48469.773699998856,19882.144799999893,48487.15269999951,19938.29679999873,48502.29230000079,19962.810300000012,48525.97470000014,20000.425799999386,48548.539799999446,20021.1678000018,48577.729699999094,20044.884500000626,48610.022900000215,20074.094200000167,48629.732599999756,20072.489900000393"
18;"大学城专线3";"500.362473224408";"50049.2263";"19725.5633";"49596.8167";"19514.7629";"A23";"中环西路站";"A08";"广美生活区站";"50049.226300001144,19725.56329999864,50042.09650000185,19706.49760000035,50008.9813000001,19690.359999999404,49966.515299998224,19669.55150000006,49880.042399998754,19621.602899998426,49845.00010000169,19597.86719999835,49746.84319999814,19543.132100000978,49700.48739999905,19518.51550000161,49613.1398999989,19500.08669999987,49596.816700000316,19514.762899998575"
19;"大学城专线3";"855.057035005907";"50893.4849";"19756.1122";"50049.2263";"19725.5633";"A24";"广工站";"A23";"中环西路站";"50893.48490000144,19756.112199999392,50886.40500000119,19738.435800001025,50737.76570000127,19729.07939999923,50509.44029999897,19745.604600001127,50393.89149999991,19760.398600000888,50258.49709999934,19757.835400000215,50189.45300000161,19750.854600001127,50100.1660999991,19728.623700000346,50067.81199999899,19718.393100000918,50049.226300001144,19725.56329999864"
20;"大学城专线3";"596.275346";"48629.7326";"20072.4899";"49031.0284";"20268.3047";"B03";"广大站";"C06";"大学城(中部枢纽)总站";"48629.732599999756,20072.489900000393,48628.69420000166,20092.29300000146,48683.93769999966,20143.933600001037,48765.661200001836,20212.534299999475,48778.88149999827,20227.34059999883,48831.42870000005,20268.00609999895,48874.26929999888,20293.4561999999,48933.47789999843,20325.709199998528,48967.37009999901,20343.116399999708,49010.647300001234,20354.227299999446,49018.058899998665,20355.096400000155,49023.1678000018,20343.72500000149,49029.06179999933,20331.09219999984,49036.925200000405,20312.56019999832,49037.73869999871,20302.44069999829,49047.5362999998,20288.97800000012,49042.49780000001,20278.416700001806,49031.028400000185,20268.30469999835"
21;"大学城专线3";"704.996237528959";"51495.7515";"20094.6927";"50893.4849";"19756.1122";"A19";"综合商业南区站";"A24";"广工站";"51495.751499999315,20094.692699998617,51495.99769999832,20075.780900001526,51455.94839999825,20031.36140000075,51397.19220000133,19980.131599999964,51332.593899998814,19925.085900001228,51253.944899998605,19871.25829999894,51202.916999999434,19843.2511,51160.840100001544,19822.865800000727,51015.47830000147,19765.01900000125,50922.286899998784,19743.617800001055,50893.48490000144,19756.112199999392"
22;"大学城专线3";"292.545342967005";"51643.5642";"20347.149";"51495.7515";"20094.6927";"A20";"华工站";"A19";"综合商业南区站";"51643.564199998975,20347.14900000021,51650.51069999859,20321.76630000025,51622.6090000011,20261.359999999404,51598.54129999876,20222.476399999112,51557.78779999912,20154.435400001705,51527.48389999941,20113.422800000757,51512.71759999916,20093.973200000823,51495.751499999315,20094.692699998617"
23;"大学城专线3";"564.522994660759";"51771.1943";"20894.7033";"51643.5642";"20347.149";"A21";"华工生活区站";"A20";"华工站";"51771.194299999624,20894.703299999237,51781.01179999858,20875.99549999833,51758.57019999996,20816.449599999934,51750.87209999934,20783.52439999953,51740.90619999915,20727.816300000995,51741.38639999926,20699.558499999344,51735.30330000073,20649.76850000024,51729.55150000006,20618.115499999374,51723.09279999882,20563.68499999866,51717.73970000073,20529.503100000322,51700.36890000105,20470.81859999895,51687.65689999983,20419.319899998605,51666.378800000995,20362.30990000069,51660.580899998546,20344.99709999934,51643.564199998975,20347.14900000021"
24;"大学城专线3";"630.88245334705";"51756.9818";"21474.5955";"51771.1943";"20894.7033";"B28";"广中医广药站";"A21";"华工生活区站";"51756.981800001115,21474.59549999982,51783.72740000114,21472.41849999875,51822.074400000274,21439.224599998444,51847.92669999972,21408.520300000906,51871.87620000169,21362.624699998647,51878.18780000135,21341.55680000037,51892.40769999847,21287.614100001752,51897.98970000073,21250.514800000936,51899.634700000286,21224.36950000003,51897.79670000076,21189.354699999094,51895.10860000178,21175.848200000823,51889.82829999924,21134.916999999434,51883.33449999988,21091.450300000608,51870.98589999974,21048.387299999595,51843.071800000966,20992.19570000097,51812.031599998474,20937.258999999613,51796.52180000022,20906.416799999774,51771.194299999624,20894.703299999237"
25;"大学城专线3";"525.731943550612";"50136.7928";"22001.2603";"50559.9526";"22287.397";"A28";"中大站";"A27";"中环东路站";"50136.7928000018,22001.260299999267,50136.9833999984,22001.23270000145,50134.128800000995,22016.910700000823,50246.9386,22126.11850000173,50355.11930000037,22218.86140000075,50381.21169999987,22234.97819999978,50415.09569999948,22254.917100001127,50460.68400000036,22275.31859999895,50475.89139999822,22278.74350000173,50516.813999999315,22294.06700000167,50547.22599999979,22301.762200001627,50559.95259999856,22287.39699999988"
26;"大学城专线3";"773.800669579287";"51180.7533";"21980.1674";"51756.9818";"21474.5955";"A26";"广外站";"B28";"广中医广药站";"51180.75329999998,21980.167399998754,51204.20899999887,21976.63870000094,51223.79949999973,21951.81760000065,51259.44619999826,21908.91230000183,51299.802999999374,21857.587000001222,51340.166900001466,21803.731400001794,51400.43169999868,21749.941799998283,51476.70820000023,21691.989300001413,51554.1398999989,21639.102000001818,51667.17810000107,21555.543099999428,51721.13679999858,21521.1361999996,51756.33999999985,21495.103100001812,51756.981800001115,21474.59549999982"
27;"大学城专线3";"726.455488063638";"50559.9526";"22287.397";"51180.7533";"21980.1674";"A27";"中环东路站";"A26";"广外站";"50559.95259999856,22287.39699999988,50560.03799999878,22287.300599999726,50571.01159999892,22306.90450000018,50650.197399999946,22315.18459999934,50709.126499999315,22312.852000001818,50750.110199999064,22309.19280000031,50816.49060000107,22295.074200000614,50885.24680000171,22270.4178000018,50937.23070000112,22243.59549999982,51006.04129999876,22201.645100001246,51071.409499999136,22138.591899998486,51122.70850000158,22081.819299999624,51168.947399999946,22021.232999999076,51187.75239999965,21998.09549999982,51180.75329999998,21980.167399998754"
29;"大学城专线2";"526.370906";"49664.2919";"19752.1106";"50060.2886";"19687.8404";"A07";"美术学院站";"B30";"中环西路站";"49664.291900001466,19752.110599998385,49676.16840000078,19746.22269999981,49702.650800000876,19701.500500001013,49719.79989999905,19677.30759999901,49746.22819999978,19649.455899998546,49769.740499999374,19618.430599998683,49792.28720000014,19584.23939999938,49801.59860000014,19570.564199998975,49804.04879999906,19566.882399998605,49818.17689999938,19572.201799999923,49929.17410000041,19638.472199998796,50019.25290000066,19687.276099998504,50047.02470000088,19696.85869999975,50060.288600001484,19687.84039999917"
30;"大学城专线2";"843.085450085973";"50060.2886";"19687.8404";"50895.6107";"19718.7392";"B30";"中环西路站";"B29";"广工站";"50060.288600001484,19687.84039999917,50072.836399998516,19709.071299999952,50164.444899998605,19737.319800000638,50253.1735999994,19750.797499999404,50339.02870000154,19747.923200000077,50468.291700001806,19745.721200000495,50578.577300000936,19729.74960000068,50733.71579999849,19720.25450000167,50885.376699998975,19730.253499999642,50895.61070000008,19718.73919999972"
31;"大学城专线2";"720.569855";"50895.6107";"19718.7392";"51513.08";"20061.2196";"B29";"广工站";"B22";"综合商业南区站";"50895.61070000008,19718.73919999972,50902.43930000067,19732.94619999826,50977.50519999862,19748.487199999392,51109.06709999964,19790.050599999726,51175.29989999905,19821.90410000086,51274.15329999849,19872.319899998605,51356.87559999898,19933.75299999863,51478.95010000095,20043.819699998945,51513.07999999821,20061.219599999487"
32;"大学城专线2";"780.463191";"49088.5502";"20225.7979";"49664.2919";"19752.1106";"B31";"西五路(中部枢纽)站";"A07";"美术学院站";"49088.550200000405,20225.797899998724,49097.32209999859,20223.71029999852,49109.85390000045,20209.41270000115,49150.58210000023,20163.99920000136,49210.840500000864,20111.90269999951,49266.404599998146,20064.008999999613,49297.306099999696,20040.49430000037,49312.941700000316,20032.11199999973,49333.29459999874,20012.77930000052,49407.647700000554,19946.391199998558,49488.26260000095,19874.119800001383,49525.028400000185,19847.251899998635,49554.729699999094,19833.011300001293,49615.64719999954,19818.876600001007,49643.731600001454,19822.345400001854,49656.341899998486,19783.586199998856,49668.805700000376,19760.43200000003,49664.291900001466,19752.110599998385"
33;"大学城专线2";"369.691468347728";"51513.08";"20061.2196";"51698.2873";"20380.1415";"B22";"综合商业南区站";"B21";"华工站";"51513.07999999821,20061.219599999487,51508.59769999981,20076.60649999976,51545.99100000039,20127.87009999901,51605.19420000166,20222.438900001347,51651.27219999954,20303.25589999929,51684.66429999843,20385.08650000021,51698.28730000183,20380.14149999991"
34;"大学城专线2";"88.836676";"49031.0284";"20268.3047";"49088.5502";"20225.7979";"C06";"大学城(中部枢纽)总站";"B31";"西五路(中部枢纽)站";"49031.028400000185,20268.30469999835,49062.25180000067,20269.354600001127,49076.3451000005,20254.85060000047,49094.174400001764,20231.713799998164,49088.550200000405,20225.797899998724"
35;"大学城专线2";"524.134357749613";"51698.2873";"20380.1415";"51813.1569";"20890.3508";"B21";"华工站";"B20";"华工生活区站";"51698.28730000183,20380.14149999991,51688.047899998724,20394.58749999851,51709.27459999919,20467.941500000656,51733.340100001544,20568.192899998277,51736.64169999957,20603.527800001204,51740.430300001055,20638.86459999904,51758.023499999195,20780.21930000186,51786.03830000013,20865.723600000143,51795.72580000013,20886.84569999948,51813.15689999983,20890.35080000013"
36;"大学城专线2";"546.765337";"49374.483";"20566.8268";"49031.0284";"20268.3047";"B08";"华师站";"C06";"大学城(中部枢纽)总站";"49374.482999999076,20566.826799999923,49375.66939999908,20548.143599998206,49348.842099998146,20517.68499999866,49327.82649999857,20500.53240000084,49249.57979999855,20442.69810000062,49191.13870000094,20414.66490000114,49143.20329999924,20396.156899999827,49059.582800000906,20371.202100001276,49020.39039999992,20364.11100000143,49012.795499999076,20359.65740000084,49019.859999999404,20347.02739999816,49044.602299999446,20297.131799999624,49051.0896999985,20281.969599999487,49031.028400000185,20268.30469999835"
37;"大学城专线2";"576.580786";"51813.1569";"20890.3508";"51982.852";"21372.0293";"B20";"华工生活区站";"B32";"东三路站";"51813.15689999983,20890.35080000013,51803.452799998224,20911.12420000136,51837.42590000108,20963.961199998856,51884.94099999964,21052.69619999826,51903.113499999046,21165.586100000888,51906.735399998724,21253.12009999901,51888.90450000018,21337.419399999082,51963.433299999684,21368.25039999932,51976.09439999983,21374.61910000071,51982.85200000182,21372.02930000052"
38;"大学城专线2";"724.755273772546";"49470.1268";"21251.9715";"49374.483";"20566.8268";"B07";"星海学院站";"B08";"华师站";"49470.12680000067,21251.971500001848,49484.66429999843,21237.704100001603,49482.544100001454,21168.94519999996,49484.45960000157,21119.17940000072,49492.848900001496,21058.470800001174,49506.52670000121,20991.452100001276,49513.73429999873,20933.903000000864,49512.24680000171,20850.384100001305,49490.349199999124,20743.38899999857,49443.83709999919,20645.801800001413,49417.64079999924,20601.428300000727,49400.16600000113,20574.797600001097,49374.482999999076,20566.826799999923"
39;"大学城专线2";"561.297794";"51982.852";"21372.0293";"52463.1482";"21600.9787";"B32";"东三路站";"C03";"大学城(广中医)总站";"51982.85200000182,21372.02930000052,51988.762299999595,21378.880600001663,52127.121199999005,21430.48800000176,52355.12579999864,21513.50510000065,52501.76280000061,21569.359799999744,52506.111900001764,21582.028000000864,52498.29459999874,21586.219599999487,52472.45639999956,21581.91490000114,52463.14820000157,21600.978700000793"
41;"361路";"1524.647014";"49088.5502";"20225.7979";"50422.5971";"20300.1489";"B31";"西五路(中部枢纽)站";"B35";"南二路站";"49088.550200000405,20225.797899998724,49115.85350000113,20207.59059999883,49152.73970000073,20169.697299998254,49198.134500000626,20129.740100000054,49235.9822999984,20149.235300000757,49285.37799999863,20171.64090000093,49348.637699998915,20191.91290000081,49405.06170000136,20211.35869999975,49457.592099998146,20225.64900000021,49481.69220000133,20228.59039999917,49530.33210000023,20232.332100000232,49570.92069999874,20228.817099999636,49592.35179999843,20224.75589999929,49611.50319999829,20221.440200001,49654.02039999887,20208.43769999966,49693.3740000017,20190.864700000733,49739.11919999868,20159.898699998856,49786.57869999856,20127.083799999207,49826.54289999977,20108.622299999,49868.70850000158,20096.322200000286,49903.887699998915,20091.110700000077,49933.37819999829,20089.864900000393,49975.53079999983,20092.10810000077,50044.67509999871,20110.985100001097,50093.13010000065,20125.01550000161,50103.79320000112,20128.313999999315,50145.96150000021,20134.64169999957,50190.51559999958,20133.981699999422,50237.322200000286,20128.667399998754,50280.965300001204,20114.882199998945,50362.21070000157,20243.97839999944,50406.80449999869,20295.1261,50422.59710000083,20300.148899998516"
42;"361路";"611.972316";"50422.5971";"20300.1489";"50453.2105";"20542.5588";"B35";"南二路站";"A13";"省中医大学城医院站";"50422.59710000083,20300.148899998516,50434.30090000108,20324.697999998927,50487.23050000146,20373.299400001764,50510.9710999988,20388.006000000983,50518.12110000104,20364.705600000918,50532.846200000495,20336.971599999815,50566.334800001234,20295.540399998426,50599.76830000058,20257.883600000292,50564.20369999856,20298.187600001693,50529.13049999997,20344.09690000117,50510.9710999988,20388.006000000983,50487.15529999882,20453.84789999947,50455.76009999961,20513.960499998182,50453.21049999818,20542.558800000697"
43;"361路";"277.366606";"48973.6076";"20475.9974";"49088.5502";"20225.7979";"A05";"中部枢纽站";"B31";"西五路(中部枢纽)站";"48973.607599999756,20475.99740000069,48986.9626000002,20466.07059999928,49018.57649999857,20359.883900001645,49041.06569999829,20315.522100001574,49089.78510000184,20241.15210000053,49088.550200000405,20225.797899998724"
44;"361路";"482.996387";"50453.2105";"20542.5588";"50087.2367";"20838.1281";"A13";"省中医大学城医院站";"B17";"内环西路站1";"50453.21049999818,20542.558800000697,50438.30900000036,20542.197399999946,50418.074200000614,20570.767400000244,50379.32759999856,20612.819800000638,50322.44610000029,20660.86690000072,50268.49689999968,20695.86129999906,50222.610399998724,20713.719799999148,50175.91299999878,20736.743799999356,50132.59200000018,20765.12779999897,50094.854400001466,20807.072399999946,50087.23669999838,20838.128100000322"
45;"361路";"1102.013827";"50087.2367";"20838.1281";"49778.3971";"21658.9308";"B17";"内环西路站1";"A11";"综合商业北区站";"50087.23669999838,20838.128100000322,50073.24179999903,20833.134399998933,50055.919500000775,20858.95050000027,50036.77299999818,20894.599599998444,50015.63850000128,20957.541400000453,50007.484799999744,20994.98369999975,50006.12339999899,21086.036299999803,49983.15150000155,21101.663400001824,49772.022500000894,21330.190600000322,49604.00800000131,21511.62209999934,49748.44889999926,21654.840700000525,49778.39710000157,21658.930799998343"
46;"361路";"552.950596";"48965.5304";"21003.5222";"48973.6076";"20475.9974";"B01";"西五路站";"A05";"中部枢纽站";"48965.53040000051,21003.52219999954,48983.055900000036,21000.317299999297,49000.07119999826,20972.151200000197,49011.19519999996,20946.190999999642,49018.393199998885,20901.22540000081,49018.39130000025,20872.428399998695,49000.936000000685,20732.80469999835,48995.72960000113,20673.327199999243,48985.5148999989,20585.620400000364,48980.570099998266,20561.185499999672,48981.14880000055,20510.57429999858,48973.607599999756,20475.99740000069"
47;"361路";"496.522993333925";"49778.3971";"21658.9308";"50136.7887";"22001.2325";"A11";"综合商业北区站";"A28";"中大站";"49778.39710000157,21658.930799998343,49778.58940000087,21658.957100000232,49777.134500000626,21682.387200001627,49785.14649999887,21690.035700000823,49843.240499999374,21744.161899998784,49976.50059999898,21875.463599998504,50109.704900000244,22001.199799999595,50136.78869999945,22001.232500001788"
48;"361路";"525.731943550612";"50136.7887";"22001.2325";"50559.9708";"22287.3929";"A28";"中大站";"A27";"中环东路站";"50136.78869999945,22001.232500001788,50136.9833999984,22001.23270000145,50130.81819999963,22025.26909999922,50197.0661999993,22085.224300000817,50227.56879999861,22114.47520000115,50337.088599998504,22211.838300000876,50380.31940000132,22239.968800000846,50437.88030000031,22269.21779999882,50470.081099998206,22281.275699999183,50547.48039999977,22304.54069999978,50559.970800001174,22287.392900001258"
49;"361路";"1951.959233";"50559.9708";"22287.3929";"51392.2411";"22458.3542";"A27";"中环东路站";"A35";"广外正门站";"50559.970800001174,22287.392900001258,50560.03799999878,22287.300599999726,50564.08909999952,22308.19530000165,50621.107200000435,22316.26359999925,50671.56170000136,22316.947299998254,50684.91230000183,22316.671900000423,50742.91849999875,22313.567299999297,50796.2071999982,22303.634899999946,50839.954700000584,22289.590900000185,50835.498100001365,22307.195099998266,50815.340700000525,22393.338399998844,50806.7938000001,22463.26379999891,50805.957800000906,22476.541400000453,50806.028200000525,22521.947200000286,50810.23380000144,22590.50780000165,50823.38599999994,22651.08669999987,50841.10830000043,22711.0951000005,50864.54399999976,22764.244399998337,50897.64079999924,22829.186799999326,50947.44909999892,22913.990499999374,51043.94480000064,23083.245400000364,51069.85940000042,23120.574799999595,51091.21070000157,23107.224899999797,51128.615499999374,23074.133799999952,51172.188799999654,23027.491200000048,51204.26069999859,22983.919300001115,51234.806099999696,22927.687399998307,51254.10139999911,22881.137800000608,51283.42790000141,22770.09980000183,51298.466899998486,22702.072799999267,51305.039599999785,22681.400699999183,51321.05620000139,22628.110599998385,51337.73990000039,22589.255800001323,51367.13289999962,22532.82669999823,51397.97509999946,22483.11930000037,51392.241099998355,22458.354200001806"
51;"380B路";"1124.997895";"52463.1482";"21600.9787";"52517.3332";"21741.2723";"C03";"大学城(广中医)总站";"B37";"东三路口站";"52463.14820000157,21600.978700000793,52481.06320000067,21568.408300001174,52092.575199998915,21421.365600001067,52481.06320000067,21568.408300001174,52535.38019999862,21598.607799999416,52587.00180000067,21664.19240000099,52518.881200000644,21714.637099999934,52517.33320000023,21741.272300001234"
52;"380B路";"1325.570146";"50139.1902";"18955.9698";"51410.0647";"18966.5951";"B24";"外环西路站";"B44";"广工正门站";"50139.190200001,18955.969799999148,50168.99040000141,18963.600299999118,50270.977499999106,18923.202899999917,50366.11789999902,18881.85220000148,50427.814399998635,18861.68299999833,50499.9459999986,18842.02730000019,50592.98620000109,18821.810600001365,50660.350900001824,18815.23110000044,50752.642999999225,18809.642700001597,50820.11560000107,18810.356899999082,50904.321600001305,18816.05110000074,51001.29439999908,18829.05380000174,51129.37379999831,18864.133900001645,51198.1213000007,18884.648499999195,51299.12150000036,18928.17940000072,51380.53200000152,18971.42410000041,51410.06469999999,18966.5951000005"
53;"380B路";"1334.092174";"51410.0647";"18966.5951";"52300.5399";"19929.1943";"B44";"广工正门站";"B45";"华工正门站";"51410.06469999999,18966.5951000005,51426.06839999929,18998.408599998802,51516.59530000016,19061.50609999895,51627.97470000014,19134.839699998498,51694.11699999869,19180.512800000608,51741.70639999956,19215.13599999994,51802.07699999958,19259.318900000304,51872.3209999986,19326.38699999824,51940.89479999989,19400.99159999937,52002.19079999998,19480.965700000525,52052.95380000025,19570.400699999183,52092.626699998975,19627.661100000143,52165.01260000095,19739.811799999326,52256.76260000095,19893.784699998796,52300.53990000114,19929.194299999624"
54;"380B路";"1050.572775";"49614.7499";"19479.0643";"50139.1902";"18955.9698";"B09";"广美生活区站";"B24";"外环西路站";"49614.74989999831,19479.064300000668,49632.734799999744,19502.26610000059,49701.33139999956,19518.690200001,49807.0672999993,19570.692299999297,49826.00539999828,19523.64110000059,49845.00919999927,19468.32070000097,49851.67980000004,19377.54619999975,49849.57189999893,19319.03599999845,49841.62660000101,19112.4701000005,49837.45300000161,19084.441199999303,49933.91250000149,19056.186799999326,50032.44319999963,19020.65170000121,50134.60480000079,18978.91550000012,50139.190200001,18955.969799999148"
55;"380B路";"446.232352";"52300.5399";"19929.1943";"52568.9855";"20265.3816";"B45";"华工正门站";"B46";"穗石村站";"52300.53990000114,19929.194299999624,52305.675999999046,19974.500900000334,52391.97639999911,20102.336599998176,52412.2424999997,20121.49350000173,52431.36410000175,20145.288400001824,52545.74399999902,20263.773600000888,52568.98550000042,20265.381599999964"
56;"380B路";"1437.36493";"52568.9855";"20265.3816";"52883.2483";"21483.4085";"B46";"穗石村站";"B47";"广东药学院站";"52568.98550000042,20265.381599999964,52569.86169999838,20292.237100001425,52638.46810000017,20356.70439999923,52682.105099998415,20404.182300001383,52725.743200000376,20451.661400001496,52769.38019999862,20499.139600001276,52819.1875,20573.68690000102,52862.73779999837,20648.213500000536,52899.79619999975,20722.963500000536,52931.09439999983,20790.44240000099,52967.50450000167,20897.31489999965,52987.21999999881,20965.712799999863,53017.804900001734,21061.211100000888,53042.70899999887,21153.75490000099,53055.74680000171,21210.42449999973,53060.96539999917,21257.455699998885,53054.07669999823,21300.88899999857,53032.06329999864,21341.983800001442,53006.37819999829,21368.875,52966.10429999977,21399.795499999076,52929.05350000039,21426.065999999642,52886.65349999815,21456.148499999195,52883.248300001025,21483.408500000834"
57;"380B路";"1643.859689";"48973.6076";"20475.9974";"49614.7499";"19479.0643";"A05";"中部枢纽站";"B09";"广美生活区站";"48973.607599999756,20475.99740000069,48988.47170000151,20460.231800001115,49010.03249999881,20391.840700000525,49018.57649999857,20359.883900001645,48960.13830000162,20344.34180000052,48890.257599998266,20310.61710000038,48829.009100001305,20269.522300001234,48781.27470000088,20232.46229999885,48842.17610000074,20192.392000000924,48925.973700001836,20136.623399998993,48967.601300001144,20108.62799999863,49011.26940000057,20073.972800001502,49063.137899998575,20027.857099998742,49096.23990000039,19995.776399999857,49129.41299999878,19959.064399998635,49168.66730000079,19915.622999999672,49194.06579999998,19874.5811999999,49237.12460000068,19804.346400000155,49265.88379999995,19729.498700000346,49285.07759999856,19677.85610000044,49309.41220000014,19559.58689999953,49311.32999999821,19514.521299999207,49453.42980000004,19497.55480000004,49524.00310000032,19491.75800000131,49593.00690000132,19495.632199998945,49614.74989999831,19479.064300000668"
58;"380B路";"552.950596";"48965.5304";"21003.5222";"48973.6076";"20475.9974";"B01";"西五路站";"A05";"中部枢纽站";"48965.53040000051,21003.52219999954,48983.055900000036,21000.317299999297,49003.49920000136,20964.916000001132,49015.049800001085,20925.145399998873,49015.7853000015,20849.955200001597,49008.79500000179,20777.259899999946,48992.19570000097,20635.31569999829,48980.570099998266,20561.185499999672,48983.24399999902,20494.54300000146,48973.607599999756,20475.99740000069"
59;"380B路";"1143.677845";"49022.0237";"21682.874";"48965.5304";"21003.5222";"B43";"华师正门站";"B01";"西五路站";"49022.023699998856,21682.8740000017,49024.7388000004,21656.384700000286,48985.724100001156,21628.112100001425,48912.4411999993,21561.33469999954,48868.73800000176,21534.13899999857,48769.44669999927,21449.028299998492,48692.44299999997,21381.697399999946,48652.18189999834,21340.66800000146,48603.32310000062,21284.148899998516,48556.16369999945,21218.667300000787,48643.36300000176,21179.54919999838,48713.5839000009,21148.175799999386,48772.484700001776,21125.649700000882,48827.92650000006,21100.171700000763,48888.981800001115,21074.382500000298,48939.11389999837,21047.50290000066,48957.94539999962,21027.280799999833,48965.53040000051,21003.52219999954"
60;"380B路";"541.390234";"52883.2483";"21483.4085";"52463.1482";"21600.9787";"B47";"广东药学院站";"C03";"大学城(广中医)总站";"52883.248300001025,21483.408500000834,52860.08889999986,21473.169900000095,52804.83210000023,21513.501899998635,52758.77100000158,21545.843600001186,52680.08720000088,21600.178899999708,52587.00180000067,21664.19240000099,52535.38019999862,21598.607799999416,52481.06320000067,21568.408300001174,52463.14820000157,21600.978700000793"
61;"380B路";"650.563048";"52517.3332";"21741.2723";"52011.1682";"22109.9661";"B37";"东三路口站";"B38";"广中医正门站";"52517.33320000023,21741.272300001234,52502.75780000165,21727.76179999858,52452.51610000059,21769.33900000155,52381.75200000033,21839.342500001192,52299.80169999972,21918.904800001532,52242.784299999475,21962.341099999845,52168.53200000152,22011.685899998993,52089.13830000162,22051.89939999953,52023.79830000177,22083.537099998444,52011.16820000112,22109.966099999845"
62;"380B路";"690.95752";"49542.9707";"22108.2742";"49022.0237";"21682.874";"B42";"中心大街北站";"B43";"华师正门站";"49542.97069999948,22108.27419999987,49548.22049999982,22086.531399998814,49473.9737999998,22023.0615000017,49407.03020000085,21969.985899999738,49386.61199999973,21955.1436999999,49189.94159999862,21791.37049999833,49061.5326000005,21688.779199998826,49022.023699998856,21682.8740000017"
63;"380B路";"736.238049";"52011.1682";"22109.9661";"51423.405";"22479.2426";"B38";"广中医正门站";"B36";"广外正门站";"52011.16820000112,22109.966099999845,52000.109999999404,22094.978100001812,51878.18870000169,22151.430300001055,51816.24720000103,22180.563400000334,51759.23739999905,22209.830600000918,51691.81219999865,22239.05950000137,51633.89860000089,22267.94810000062,51550.977499999106,22322.67610000074,51492.627700001,22374.40019999817,51462.71480000019,22402.523400001228,51417.33460000157,22456.142700001597,51423.40500000119,22479.242600001395"
64;"380B路";"928.951942";"51423.405";"22479.2426";"50935.3913";"23210.659";"B36";"广外正门站";"B39";"北三路口站";"51423.40500000119,22479.242600001395,51400.01590000093,22479.87200000137,51368.98099999875,22529.27730000019,51323.76089999825,22617.623599998653,51302.59329999983,22691.571699999273,51265.52299999818,22842.31329999864,51251.44539999962,22888.27769999951,51218.80559999868,22957.45630000159,51193.511700000614,22998.76399999857,51152.577100001276,23049.393199998885,51099.740899998695,23099.678899999708,51069.85940000042,23120.574799999595,51033.95259999856,23147.76179999858,50991.735199999064,23167.909299999475,50945.702100001276,23185.473400000483,50935.39130000025,23210.659000001848"
